file_id,priority,quality_score,bangla_ratio,ooc_ratio,complexity_score,review_reason
a9ef1a64-4ff6-4047-81ef-209a97def88b,HIGH - Low Quality,37,25.36%,73.08%,58.4,SEVERE: 73.1% OOC tags (38/52 words) - Manual review needed|Mixed English-Bangla text: 114 English characters|Low Bangla character ratio: 25.4%
a752417e-73c9-4bed-8ca6-34aa7e1ff494,HIGH - Low Quality,17,0.00%,100.00%,55.0,CRITICAL: 100.0% OOC tags (4/4 words) - Unusable|High OOC frequency: 2.1 OOC/second|Moderate annotation coverage: 65.3% of audio annotated|Mixed English-Bangla text: 12 English characters|Low Bangla c
a59abe67-5af3-4bbb-b442-ec0bc469e4d0,HIGH - Low Quality,37,25.67%,64.04%,56.9,SEVERE: 64.0% OOC tags (57/89 words) - Manual review needed|Mixed English-Bangla text: 171 English characters|Low Bangla character ratio: 25.7%
a583786b-59a7-419e-b4e0-fc4497655bd3,HIGH - Low Quality,22,13.48%,83.78%,52.1,CRITICAL: 83.8% OOC tags (62/74 words) - Unusable|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 186 English characters|Low Bangla character ratio: 13.5%
cb608b0c-d8ec-45dc-96b3-e218ac9ff600,HIGH - Low Quality,37,23.23%,70.15%,56.4,SEVERE: 70.1% OOC tags (47/67 words) - Manual review needed|Mixed English-Bangla text: 141 English characters|Low Bangla character ratio: 23.2%
ca9af7f1-3d03-4940-ba5b-6f1c1e42ed49,HIGH - Low Quality,37,28.57%,55.56%,60.1,SEVERE: 55.6% OOC tags (15/27 words) - Manual review needed|Mixed English-Bangla text: 45 English characters|Low Bangla character ratio: 28.6%
c9c251a5-3fe3-4041-bf95-3497d3be8c88,HIGH - Low Quality,37,18.83%,73.85%,54.6,SEVERE: 73.8% OOC tags (48/65 words) - Manual review needed|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 144 English characters|Low Bangla character ratio: 18.8%
c8800c82-5353-42c8-8b29-c730e0f394c1,HIGH - Low Quality,22,1.03%,96.88%,47.2,CRITICAL: 96.9% OOC tags (62/64 words) - Unusable|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 194 English characters|Low Bangla character ratio: 1.0%
c6e21778-cac1-4b94-a93c-e6d731a85795,HIGH - Low Quality,22,14.20%,85.71%,52.0,CRITICAL: 85.7% OOC tags (48/56 words) - Unusable|Mixed English-Bangla text: 144 English characters|Low Bangla character ratio: 14.2%
c6383163-53e7-4ded-ba68-4b22fd9081f6,HIGH - Low Quality,14,0.00%,100.00%,49.0,CRITICAL: 100.0% OOC tags (10/10 words) - Unusable|Low word density: 0.4 words/second (expected 2-4)|Mixed English-Bangla text: 30 English characters|Very low character rate: 2.0 chars/second|Low Bang
c56e132f-fa55-4312-94e6-94022f466e4a,HIGH - Low Quality,22,17.37%,79.31%,53.7,CRITICAL: 79.3% OOC tags (23/29 words) - Unusable|Mixed English-Bangla text: 69 English characters|Low Bangla character ratio: 17.4%
c481e82d-6098-48cf-b6a1-2d6574d915d1,HIGH - Low Quality,17,0.00%,100.00%,50.7,CRITICAL: 100.0% OOC tags (7/7 words) - Unusable|Low word density: 0.6 words/second (expected 2-4)|Mixed English-Bangla text: 21 English characters|Low Bangla character ratio: 0.0%
c2e9f298-e4fa-41ba-99b6-a20d0d46bdea,HIGH - Low Quality,17,0.00%,100.00%,50.0,CRITICAL: 100.0% OOC tags (8/8 words) - Unusable|High OOC frequency: 2.1 OOC/second|Moderate annotation coverage: 69.2% of audio annotated|Mixed English-Bangla text: 24 English characters|Low Bangla c
c157b539-5bd5-4add-b9da-4de2da0d7e4a,HIGH - Low Quality,17,0.00%,100.00%,46.8,CRITICAL: 100.0% OOC tags (22/22 words) - Unusable|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 66 English characters|Low Bangla character ratio: 0.0%
c02fa393-fc00-4b76-8546-bfe65bc9befc,HIGH - Low Quality,22,0.00%,95.77%,46.7,CRITICAL: 95.8% OOC tags (68/71 words) - Unusable|High OOC frequency: 2.3 OOC/second|Mixed English-Bangla text: 204 English characters|Low Bangla character ratio: 0.0%
bf52ec55-9cd2-48f1-b1b3-d74c199c4762,HIGH - Low Quality,22,11.50%,79.03%,53.5,CRITICAL: 79.0% OOC tags (49/62 words) - Unusable|Mixed English-Bangla text: 147 English characters|Low Bangla character ratio: 11.5%
bebe9205-f1c4-40a7-906f-7420e5cc85a2,HIGH - Low Quality,37,28.02%,69.70%,58.1,SEVERE: 69.7% OOC tags (46/66 words) - Manual review needed|Mixed English-Bangla text: 138 English characters|Low Bangla character ratio: 28.0%
be546224-b34d-49f5-ac2a-fa7ac93e6d9c,HIGH - Low Quality,22,1.33%,96.00%,47.5,CRITICAL: 96.0% OOC tags (48/50 words) - Unusable|Mixed English-Bangla text: 144 English characters|Low Bangla character ratio: 1.3%
be0a2a74-4845-42f9-b0a2-7ebd8cc5410b,HIGH - Low Quality,37,22.74%,72.00%,55.0,SEVERE: 72.0% OOC tags (36/50 words) - Manual review needed|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 108 English characters|Low Bangla character ratio: 22.7%
ba62c128-879e-410d-8ab0-893beba94d38,HIGH - Low Quality,22,0.00%,92.59%,50.8,CRITICAL: 92.6% OOC tags (25/27 words) - Unusable|Mixed English-Bangla text: 75 English characters|Low Bangla character ratio: 0.0%
e3380f92-934a-4aec-857d-1ecebcfe7b21,HIGH - Low Quality,22,11.45%,80.00%,50.6,CRITICAL: 80.0% OOC tags (52/65 words) - Unusable|Mixed English-Bangla text: 156 English characters|Low Bangla character ratio: 11.5%
e300b3b6-abbf-45d2-a82d-9996cb549a60,HIGH - Low Quality,37,25.07%,69.49%,57.0,SEVERE: 69.5% OOC tags (41/59 words) - Manual review needed|Mixed English-Bangla text: 123 English characters|Low Bangla character ratio: 25.1%
ddc82738-c8f3-41a9-97cb-fd619e155b3c,HIGH - Low Quality,17,12.17%,82.05%,51.9,CRITICAL: 82.1% OOC tags (32/39 words) - Unusable|Moderate annotation coverage: 66.6% of audio annotated|Mixed English-Bangla text: 96 English characters|Low Bangla character ratio: 12.2%
daa4c365-add4-4c95-bf81-d439942d706a,HIGH - Low Quality,22,7.84%,91.18%,48.9,CRITICAL: 91.2% OOC tags (31/34 words) - Unusable|High OOC frequency: 2.3 OOC/second|Mixed English-Bangla text: 93 English characters|Low Bangla character ratio: 7.8%
d70c0df2-1269-46e1-839b-5b7d87dda332,HIGH - Low Quality,22,0.00%,96.43%,47.3,CRITICAL: 96.4% OOC tags (54/56 words) - Unusable|Mixed English-Bangla text: 162 English characters|Low Bangla character ratio: 0.0%
d630cc68-27da-46a0-a69a-9f3b24658d5c,HIGH - Low Quality,37,26.93%,58.33%,58.3,SEVERE: 58.3% OOC tags (35/60 words) - Manual review needed|Mixed English-Bangla text: 105 English characters|Low Bangla character ratio: 26.9%
d58d5ff5-a6ba-47b6-af30-5f402a441ff8,HIGH - Low Quality,37,24.46%,62.50%,59.9,SEVERE: 62.5% OOC tags (15/24 words) - Manual review needed|Mixed English-Bangla text: 45 English characters|Low Bangla character ratio: 24.5%
d41f3154-f79f-4d53-a06a-e2fb3d7d5c53,HIGH - Low Quality,17,7.55%,88.37%,51.1,CRITICAL: 88.4% OOC tags (38/43 words) - Unusable|Low word density: 1.5 words/second (expected 2-4)|Mixed English-Bangla text: 114 English characters|Low Bangla character ratio: 7.5%
d1f5bd7c-1504-42ff-b7fc-921d816b311e,HIGH - Low Quality,17,0.00%,100.00%,46.9,CRITICAL: 100.0% OOC tags (21/21 words) - Unusable|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 63 English characters|Low Bangla character ratio: 0.0%
d0948c29-41f4-44a8-bde7-e7b5f88060c4,HIGH - Low Quality,22,0.00%,100.00%,45.4,CRITICAL: 100.0% OOC tags (96/96 words) - Unusable|High OOC frequency: 3.2 OOC/second|Mixed English-Bangla text: 288 English characters|Low Bangla character ratio: 0.0%
cfa5549b-c7cc-4906-af10-93df753bbd14,HIGH - Low Quality,37,29.89%,59.46%,59.1,SEVERE: 59.5% OOC tags (44/74 words) - Manual review needed|Mixed English-Bangla text: 132 English characters|Low Bangla character ratio: 29.9%
cf0f959b-dda7-42c9-8622-f2505d0ecc28,HIGH - Low Quality,37,20.63%,72.09%,54.7,SEVERE: 72.1% OOC tags (31/43 words) - Manual review needed|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 93 English characters|Low Bangla character ratio: 20.6%
cee720e9-4ad0-410d-886c-428c7178060b,HIGH - Low Quality,17,0.00%,100.00%,47.9,CRITICAL: 100.0% OOC tags (14/14 words) - Unusable|Moderate annotation coverage: 71.4% of audio annotated|Mixed English-Bangla text: 42 English characters|Low Bangla character ratio: 0.0%
cda88637-5527-4bc7-8403-fdaa83efdbf9,HIGH - Low Quality,14,0.00%,100.00%,53.0,CRITICAL: 100.0% OOC tags (5/5 words) - Unusable|Low word density: 0.3 words/second (expected 2-4)|Mixed English-Bangla text: 15 English characters|Very low character rate: 1.7 chars/second|Low Bangla
cd53b34e-1c22-4d6c-862c-e76785dcaee8,HIGH - Low Quality,22,0.00%,100.00%,45.5,CRITICAL: 100.0% OOC tags (79/79 words) - Unusable|High OOC frequency: 2.6 OOC/second|Mixed English-Bangla text: 237 English characters|Low Bangla character ratio: 0.0%
cbfaff80-6491-4e62-8302-0e4a6eb76171,HIGH - Low Quality,14,0.00%,100.00%,48.1,CRITICAL: 100.0% OOC tags (13/13 words) - Unusable|Low word density: 0.5 words/second (expected 2-4)|Mixed English-Bangla text: 39 English characters|Very low character rate: 2.6 chars/second|Low Bang
fe4e8731-3737-4877-b346-d26d1160a2cd,HIGH - Low Quality,22,13.04%,80.33%,52.2,CRITICAL: 80.3% OOC tags (49/61 words) - Unusable|Mixed English-Bangla text: 154 English characters|Low Bangla character ratio: 13.0%
fda504cf-1fa9-4ed8-834c-0039cf6b7bf0,HIGH - Low Quality,14,0.00%,100.00%,55.0,CRITICAL: 100.0% OOC tags (4/4 words) - Unusable|Low word density: 0.1 words/second (expected 2-4)|Mixed English-Bangla text: 12 English characters|Very low character rate: 0.8 chars/second|Low Bangla
fc5c8b03-a5f9-4285-9fcb-b5e0e75b5089,HIGH - Low Quality,22,0.00%,97.83%,46.8,CRITICAL: 97.8% OOC tags (45/46 words) - Unusable|Mixed English-Bangla text: 135 English characters|Low Bangla character ratio: 0.0%
fa675cfc-42a4-488f-a033-9644b04d53bc,HIGH - Low Quality,37,28.25%,55.36%,59.3,SEVERE: 55.4% OOC tags (31/56 words) - Manual review needed|Mixed English-Bangla text: 93 English characters|Low Bangla character ratio: 28.3%
f8e6907c-6b56-4a3b-b37c-7d0a808b6710,HIGH - Low Quality,22,9.09%,80.82%,52.9,CRITICAL: 80.8% OOC tags (59/73 words) - Unusable|Mixed English-Bangla text: 177 English characters|Low Bangla character ratio: 9.1%
f75c5b44-9b63-4651-b192-7472194b4c29,HIGH - Low Quality,37,25.96%,55.56%,64.5,SEVERE: 55.6% OOC tags (10/18 words) - Manual review needed|Mixed English-Bangla text: 30 English characters|Low Bangla character ratio: 26.0%
f577c322-be75-4d85-86c6-67205b37f28e,HIGH - Low Quality,22,0.00%,100.00%,45.6,CRITICAL: 100.0% OOC tags (68/68 words) - Unusable|High OOC frequency: 2.3 OOC/second|Mixed English-Bangla text: 204 English characters|Low Bangla character ratio: 0.0%
f4ff0059-95b0-42b1-bdcb-dea53c7e4ed4,HIGH - Low Quality,37,29.90%,65.08%,58.9,SEVERE: 65.1% OOC tags (41/63 words) - Manual review needed|Mixed English-Bangla text: 123 English characters|Low Bangla character ratio: 29.9%
f2fa207f-f3fb-4a65-bcf2-2cb08fc805da,HIGH - Low Quality,37,29.73%,56.92%,56.6,SEVERE: 56.9% OOC tags (37/65 words) - Manual review needed|Mixed English-Bangla text: 111 English characters|Low Bangla character ratio: 29.7%
ee2ec508-fdac-4a8c-b504-9ee1cc57f437,HIGH - Low Quality,22,0.00%,93.33%,50.9,CRITICAL: 93.3% OOC tags (14/15 words) - Unusable|High OOC frequency: 2.3 OOC/second|Mixed English-Bangla text: 42 English characters|Low Bangla character ratio: 0.0%
ed9b227c-0f42-4d9e-873d-146c2abf3d3e,HIGH - Low Quality,17,0.00%,100.00%,46.8,CRITICAL: 100.0% OOC tags (22/22 words) - Unusable|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 66 English characters|Low Bangla character ratio: 0.0%
ec34b89a-48f6-4f7d-8763-26e630f3facd,HIGH - Low Quality,9,0.00%,100.00%,51.7,CRITICAL: 100.0% OOC tags (6/6 words) - Unusable|Poor annotation coverage: 42.0% of audio annotated|Low word density: 0.5 words/second (expected 2-4)|Mixed English-Bangla text: 18 English characters|V
eb61f50f-c5bf-423e-89f8-a4ff5284a3d9,HIGH - Low Quality,37,23.34%,70.83%,55.4,SEVERE: 70.8% OOC tags (34/48 words) - Manual review needed|Mixed English-Bangla text: 102 English characters|Low Bangla character ratio: 23.3%
eb464b1d-e254-4821-8d7b-9fd9dca2a68a,HIGH - Low Quality,22,0.00%,97.18%,46.7,CRITICAL: 97.2% OOC tags (69/71 words) - Unusable|High OOC frequency: 2.3 OOC/second|Mixed English-Bangla text: 207 English characters|Low Bangla character ratio: 0.0%
e9c1ef28-232d-4847-a4c6-2239ff116ba2,HIGH - Low Quality,22,5.34%,95.65%,48.0,CRITICAL: 95.7% OOC tags (44/46 words) - Unusable|Mixed English-Bangla text: 132 English characters|Low Bangla character ratio: 5.3%
e4aa03b1-77ef-45e2-870a-4a8473ead8b0,HIGH - Low Quality,37,29.47%,68.25%,58.8,SEVERE: 68.3% OOC tags (43/63 words) - Manual review needed|Mixed English-Bangla text: 129 English characters|Low Bangla character ratio: 29.5%
0006b05f-07e1-4af3-b1e0-85cf81ebeb2e,HIGH - Low Quality,17,0.00%,100.00%,49.4,CRITICAL: 100.0% OOC tags (9/9 words) - Unusable|Moderate annotation coverage: 67.4% of audio annotated|Mixed English-Bangla text: 27 English characters|Low Bangla character ratio: 0.0%
e8fb9f78-134f-4658-a333-aa6b9d1c4aab,HIGH - Suspicious,70,43.36%,43.42%,62.6,Excessive word repetition (word repeated 33 times)|Repeated phrases detected
2c80ee3a-59cc-4759-9cb3-af7671eb6b07,HIGH - Suspicious,55,58.69%,32.08%,72.6,Excessive word repetition (word repeated 17 times)|Repeated phrases detected|Repeated negation patterns|Large gap in annotations (5.1s)
9c73ed61-02d6-420a-9fa7-4959f0505582,HIGH - Suspicious,70,33.67%,55.81%,57.2,Excessive word repetition (word repeated 48 times)|Repeated phrases detected
479baae5-c94b-4815-b821-569ebc8c0ec9,HIGH - Suspicious,70,42.32%,47.54%,64.1,Excessive word repetition (word repeated 29 times)|Repeated phrases detected
71ef1356-afbb-445e-ae3d-645727dc9e31,HIGH - Suspicious,70,42.48%,48.00%,66.8,Excessive word repetition (word repeated 24 times)|Repeated phrases detected
b8a85f9e-0cd2-40b5-9923-ff2214773eca,HIGH - Suspicious,35,0.00%,100.00%,46.8,Low Bangla character ratio (0.0%)|Excessive word repetition (word repeated 22 times)|Repeated phrases detected|Very low word density in annotations
8429040e-e24f-47fe-bcff-cd0a8ebf0cfa,HIGH - Suspicious,40,7.95%,87.50%,50.3,Low Bangla character ratio (8.0%)|Excessive word repetition (word repeated 49 times)|Repeated phrases detected
5c076e78-4e00-43a3-9d78-0a3c6b9ddaa7,HIGH - Suspicious,70,37.02%,46.38%,64.1,Excessive word repetition (word repeated 32 times)|Repeated phrases detected
44a550e2-22a1-463f-adf0-e43c77e9ed85,HIGH - Suspicious,70,50.85%,35.71%,63.4,Excessive word repetition (word repeated 25 times)|Repeated phrases detected
33cbb06b-99fe-4920-937b-02a3a09cc632,HIGH - Suspicious,70,46.91%,40.00%,68.8,Excessive word repetition (word repeated 16 times)|Repeated phrases detected
42c5580b-ed7f-4c43-850e-b38ad2f2345c,HIGH - Suspicious,40,0.00%,100.00%,51.7,Low Bangla character ratio (0.0%)|Excessive word repetition (word repeated 6 times)|Repeated phrases detected
f4ff0059-95b0-42b1-bdcb-dea53c7e4ed4,HIGH - Suspicious,40,29.90%,65.08%,58.9,Low Bangla character ratio (29.9%)|Excessive word repetition (word repeated 41 times)|Repeated phrases detected
cd53b34e-1c22-4d6c-862c-e76785dcaee8,HIGH - Suspicious,40,0.00%,100.00%,45.5,Low Bangla character ratio (0.0%)|Excessive word repetition (word repeated 79 times)|Repeated phrases detected
d9e3a5b2-baad-4d59-ad7e-1b7a932f8a33,HIGH - Suspicious,70,46.61%,42.37%,66.2,Excessive word repetition (word repeated 25 times)|Repeated phrases detected
c6e21778-cac1-4b94-a93c-e6d731a85795,HIGH - Suspicious,40,14.20%,85.71%,52.0,Low Bangla character ratio (14.2%)|Excessive word repetition (word repeated 48 times)|Repeated phrases detected
e300b3b6-abbf-45d2-a82d-9996cb549a60,HIGH - Suspicious,40,25.07%,69.49%,57.0,Low Bangla character ratio (25.1%)|Excessive word repetition (word repeated 41 times)|Repeated phrases detected
0ea1d7a0-18f1-4677-a60f-6811d8a9bfd1,HIGH - Suspicious,70,38.22%,44.30%,59.6,Excessive word repetition (word repeated 35 times)|Repeated phrases detected
37c045fa-4384-48c8-bfb9-bdeb56ba2801,HIGH - Suspicious,40,28.42%,59.38%,61.8,Low Bangla character ratio (28.4%)|Excessive word repetition (word repeated 19 times)|Repeated phrases detected
2a8a5c9f-ba55-48ac-9718-b61ada94dd3d,HIGH - Suspicious,70,47.38%,38.10%,62.9,Excessive word repetition (word repeated 32 times)|Repeated phrases detected
b9b2356d-f84b-47ed-8771-0b3a5767fdbb,HIGH - Suspicious,70,59.53%,30.30%,70.2,Excessive word repetition (word repeated 20 times)|Repeated phrases detected
ee2ec508-fdac-4a8c-b504-9ee1cc57f437,HIGH - Suspicious,40,0.00%,93.33%,50.9,Low Bangla character ratio (0.0%)|Excessive word repetition (word repeated 14 times)|Repeated phrases detected
901849a9-bce7-494e-8a01-c34a8a884114,HIGH - Suspicious,35,0.00%,100.00%,48.1,Low Bangla character ratio (0.0%)|Excessive word repetition (word repeated 13 times)|Repeated phrases detected|Very low word density in annotations
bebe9205-f1c4-40a7-906f-7420e5cc85a2,HIGH - Suspicious,25,28.02%,69.70%,58.1,Low Bangla character ratio (28.0%)|Excessive word repetition (word repeated 46 times)|Repeated phrases detected|Repeated negation patterns|Large gap in annotations (2.0s)
8deb93a9-0823-4c3b-86e2-d91b7d3030cf,HIGH - Suspicious,35,0.00%,100.00%,48.3,Low Bangla character ratio (0.0%)|Excessive word repetition (word repeated 12 times)|Repeated phrases detected|Very low word density in annotations
1fb762b8-690a-4548-909f-f089e4090a70,HIGH - Suspicious,70,43.01%,44.05%,59.0,Excessive word repetition (word repeated 37 times)|Repeated phrases detected
524dac4a-787e-4753-9199-fcb29bb9b01d,MEDIUM - Medium Quality,62,41.09%,50.79%,64.5,SEVERE: 50.8% OOC tags (32/63 words) - Manual review needed|Mixed English-Bangla text: 96 English characters
6c11d198-5f62-43e7-80d9-2b68d5c390ce,MEDIUM - Medium Quality,62,39.90%,54.55%,62.2,SEVERE: 54.5% OOC tags (36/66 words) - Manual review needed|Mixed English-Bangla text: 108 English characters
53cf4d04-69d8-4e5c-ac4a-726d3deab380,MEDIUM - Medium Quality,62,32.02%,56.67%,59.9,SEVERE: 56.7% OOC tags (34/60 words) - Manual review needed|Mixed English-Bangla text: 102 English characters
54da46e1-3095-4f9a-85d0-1d6bb0da4886,MEDIUM - Medium Quality,57,33.55%,57.69%,62.3,SEVERE: 57.7% OOC tags (15/26 words) - Manual review needed|Low word density: 0.9 words/second (expected 2-4)|Mixed English-Bangla text: 45 English characters
570ee6ed-2e5c-40ea-ad23-7828d8ace497,MEDIUM - Medium Quality,62,42.03%,53.23%,63.7,SEVERE: 53.2% OOC tags (33/62 words) - Manual review needed|Mixed English-Bangla text: 99 English characters
52e78419-0552-4bcc-a7cf-375dace7786e,MEDIUM - Medium Quality,62,30.56%,58.00%,60.5,SEVERE: 58.0% OOC tags (29/50 words) - Manual review needed|Mixed English-Bangla text: 87 English characters
52111abc-2409-469a-a7d8-07acbc35e207,MEDIUM - Medium Quality,62,30.66%,66.67%,59.5,SEVERE: 66.7% OOC tags (46/69 words) - Manual review needed|Mixed English-Bangla text: 138 English characters
9d0641f1-d13b-43ca-b4a0-678c89689038,MEDIUM - Medium Quality,62,37.02%,57.81%,62.5,SEVERE: 57.8% OOC tags (37/64 words) - Manual review needed|Mixed English-Bangla text: 111 English characters
9d1ca0d6-2de7-490d-9b98-673f5aea35cf,MEDIUM - Medium Quality,57,37.97%,53.85%,64.2,SEVERE: 53.8% OOC tags (14/26 words) - Manual review needed|Low word density: 0.9 words/second (expected 2-4)|Mixed English-Bangla text: 42 English characters
a383b2b0-c122-4474-8663-c7d74597e708,MEDIUM - Medium Quality,62,30.12%,60.29%,60.1,SEVERE: 60.3% OOC tags (41/68 words) - Manual review needed|Mixed English-Bangla text: 123 English characters
a45cf1db-214a-4227-8b36-80972cf2a06f,MEDIUM - Medium Quality,62,39.81%,58.02%,61.5,SEVERE: 58.0% OOC tags (47/81 words) - Manual review needed|Mixed English-Bangla text: 141 English characters
a9b3351f-c15a-4290-b3ac-e79ee320f386,MEDIUM - Medium Quality,62,37.50%,55.77%,64.3,SEVERE: 55.8% OOC tags (29/52 words) - Manual review needed|Mixed English-Bangla text: 92 English characters
aa0f5a17-b337-4d13-b6e5-ac8f93bf0749,MEDIUM - Medium Quality,62,30.07%,70.21%,58.7,SEVERE: 70.2% OOC tags (33/47 words) - Manual review needed|Mixed English-Bangla text: 99 English characters
ad7b1db2-4020-43cf-b708-df91b1ec740c,MEDIUM - Medium Quality,62,41.51%,50.72%,62.7,SEVERE: 50.7% OOC tags (35/69 words) - Manual review needed|Mixed English-Bangla text: 105 English characters
fce7be12-3b96-460a-b6c6-d98df823ea3a,MEDIUM - Medium Quality,62,31.82%,55.56%,63.8,SEVERE: 55.6% OOC tags (10/18 words) - Manual review needed|Mixed English-Bangla text: 30 English characters
e97fc29d-994c-4093-8fdb-3e9b5e6d98ba,MEDIUM - Medium Quality,62,36.04%,56.79%,62.3,SEVERE: 56.8% OOC tags (46/81 words) - Manual review needed|Mixed English-Bangla text: 138 English characters
e02d06fc-976a-4380-bd9b-419019a68494,MEDIUM - Medium Quality,62,32.36%,55.56%,59.6,SEVERE: 55.6% OOC tags (30/54 words) - Manual review needed|Mixed English-Bangla text: 90 English characters
dc8d3c2d-8043-4166-bb65-56e4db16a812,MEDIUM - Medium Quality,62,32.00%,55.56%,63.8,SEVERE: 55.6% OOC tags (10/18 words) - Manual review needed|Mixed English-Bangla text: 30 English characters
dbf4aeef-76df-4b8e-8f73-50d4a79ab067,MEDIUM - Medium Quality,62,33.06%,61.40%,60.9,SEVERE: 61.4% OOC tags (35/57 words) - Manual review needed|Mixed English-Bangla text: 105 English characters
d63ef92a-6905-4208-9013-7d6bacffd037,MEDIUM - Medium Quality,62,31.31%,61.76%,57.4,SEVERE: 61.8% OOC tags (42/68 words) - Manual review needed|Mixed English-Bangla text: 126 English characters
d5334e5b-90af-43e7-b380-c1088e210cf3,MEDIUM - Medium Quality,62,30.06%,60.49%,57.4,SEVERE: 60.5% OOC tags (49/81 words) - Manual review needed|Mixed English-Bangla text: 147 English characters
60e47b36-e06f-4206-8d05-79d613385aac,MEDIUM - Medium Quality,62,42.70%,54.29%,64.7,SEVERE: 54.3% OOC tags (38/70 words) - Manual review needed|Mixed English-Bangla text: 116 English characters
66268d41-c122-453d-9b1d-30d822f35d7c,MEDIUM - Medium Quality,62,34.97%,61.54%,63.2,SEVERE: 61.5% OOC tags (32/52 words) - Manual review needed|Mixed English-Bangla text: 97 English characters
b5dfe2ba-96cc-4a74-ae3a-778b3492b502,MEDIUM - Medium Quality,62,32.02%,60.53%,56.1,SEVERE: 60.5% OOC tags (23/38 words) - Manual review needed|Mixed English-Bangla text: 69 English characters
b6fee097-426a-4e49-b5e5-84b8b4e39f92,MEDIUM - Medium Quality,62,47.06%,52.24%,64.9,SEVERE: 52.2% OOC tags (35/67 words) - Manual review needed|Mixed English-Bangla text: 105 English characters
bb08cdc8-246b-458d-a603-02e28c9c0b8d,MEDIUM - Medium Quality,62,31.33%,65.38%,61.7,SEVERE: 65.4% OOC tags (17/26 words) - Manual review needed|Mixed English-Bangla text: 51 English characters
bfc3782a-3d40-4ee5-8f30-d868c82859b8,MEDIUM - Medium Quality,62,30.41%,56.86%,59.0,SEVERE: 56.9% OOC tags (29/51 words) - Manual review needed|Mixed English-Bangla text: 87 English characters
c346057c-dd5f-4e73-89d7-f718c9b6d54d,MEDIUM - Medium Quality,62,38.57%,58.06%,64.2,SEVERE: 58.1% OOC tags (36/62 words) - Manual review needed|Mixed English-Bangla text: 108 English characters
c4aa9e1f-9351-4d27-bc4c-ed7431000d98,MEDIUM - Medium Quality,62,37.19%,53.85%,62.9,SEVERE: 53.8% OOC tags (35/65 words) - Manual review needed|Mixed English-Bangla text: 105 English characters
c720305a-0b57-4d40-af3e-03a6b53f0582,MEDIUM - Medium Quality,57,34.56%,54.17%,61.2,SEVERE: 54.2% OOC tags (13/24 words) - Manual review needed|Moderate annotation coverage: 74.3% of audio annotated|Mixed English-Bangla text: 39 English characters
b3454f59-97c0-4113-a445-0c29a074d2eb,MEDIUM - Medium Quality,57,41.38%,55.56%,68.9,SEVERE: 55.6% OOC tags (5/9 words) - Manual review needed|Moderate annotation coverage: 70.5% of audio annotated|Mixed English-Bangla text: 15 English characters
c9827ba1-808d-4b91-805f-75033f0de5a3,MEDIUM - Medium Quality,62,35.01%,66.07%,61.5,SEVERE: 66.1% OOC tags (37/56 words) - Manual review needed|Mixed English-Bangla text: 111 English characters
79cba121-98db-40cb-9e95-cb02d91d9ca5,MEDIUM - Medium Quality,62,39.47%,56.90%,62.7,SEVERE: 56.9% OOC tags (33/58 words) - Manual review needed|Mixed English-Bangla text: 99 English characters
7a549cb3-979b-4963-bb45-06fc6df890d8,MEDIUM - Medium Quality,62,33.50%,65.00%,61.1,SEVERE: 65.0% OOC tags (39/60 words) - Manual review needed|Mixed English-Bangla text: 117 English characters
815ed8dc-0b4e-4139-999a-2ec3e5d4e8bd,MEDIUM - Medium Quality,62,33.70%,55.13%,59.0,SEVERE: 55.1% OOC tags (43/78 words) - Manual review needed|Mixed English-Bangla text: 129 English characters
85de8204-5902-463b-ae48-f88c4dc38378,MEDIUM - Medium Quality,62,32.94%,55.07%,59.3,SEVERE: 55.1% OOC tags (38/69 words) - Manual review needed|Mixed English-Bangla text: 114 English characters
8876b61b-b659-47b8-849b-a0bb90a30307,MEDIUM - Medium Quality,62,44.27%,51.67%,64.0,SEVERE: 51.7% OOC tags (31/60 words) - Manual review needed|Mixed English-Bangla text: 93 English characters
97acd237-3fed-4b45-b451-29b25663599c,MEDIUM - Medium Quality,62,30.95%,58.49%,60.8,SEVERE: 58.5% OOC tags (31/53 words) - Manual review needed|Mixed English-Bangla text: 93 English characters
9c73ed61-02d6-420a-9fa7-4959f0505582,MEDIUM - Medium Quality,62,33.67%,55.81%,57.2,SEVERE: 55.8% OOC tags (48/86 words) - Manual review needed|Mixed English-Bangla text: 144 English characters
cad4f6ee-63ae-4759-907c-de61eaef523f,MEDIUM - Medium Quality,62,37.50%,51.43%,62.4,SEVERE: 51.4% OOC tags (36/70 words) - Manual review needed|Mixed English-Bangla text: 108 English characters
ce94e4a4-2bcb-42ef-953e-b876efb669cb,MEDIUM - Medium Quality,62,35.42%,52.38%,58.7,SEVERE: 52.4% OOC tags (44/84 words) - Manual review needed|Mixed English-Bangla text: 132 English characters
